study_id,publication,pubyear,location,latitude,longitude,microbial_name,microbial_type,inoculant_type,experimental_type,inoculum_in_tr,inoculum_in_ck,inoculum,inoculation_amount_14,inoculation_amount_15,soil_weight,fi_n_al_inoculation_amount,log10,unit,inoculant_quantity,inoculation_location,soil_use_type,soil_origin,soil_type,sandy_or_not_sandy,extraction_part,soil_ph,log10ph,soil_tc,log10tc,soil_soc,log10soc,tn,log10tn,tp,log10tp,organic_p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application_background,stress,specific_background,rate,fertilizer,fertilizer_type,supply_rate,n_ative,plant,plant_latin,plant_type,experimental_duration,experimental_periods,variable,source_table
298,"liu, mohan(2020)",2020,NA,32.041500,118.860900,"glomus aggregatum, g. versiforme, g. tortuosum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,1.550000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.57246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,biochar,bc,no NAtive,alfalfas,NA,herbaceous plants,62,Short-term,ap,table1
298,"liu, mohan(2020)",2020,NA,32.041500,118.860900,"glomus aggregatum, g. versiforme, g. tortuosum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,1.550000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.53623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,"p fertilizer, biochar","30p, bc",no NAtive,alfalfas,NA,herbaceous plants,62,Short-term,ap,table1
298,"liu, mohan(2020)",2020,NA,32.041500,118.860900,"glomus aggregatum, g. versiforme, g. tortuosum",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,1.550000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.53623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,"p fertilizer, biochar","100p, bc",no NAtive,alfalfas,NA,herbaceous plants,62,Short-term,ap,table1
300,"xiao, yan(2020)",2020,NA,32.018300,119.035000,"glomus aggregatum, g. etunicatum, g. intraradices, g. tortuosum and g. versiforme",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,0.500000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,6.03079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,white clover,NA,herbaceous plants,118,Medium-term,ap,table1
300,"xiao, yan(2020)",2020,NA,32.018300,119.035000,"glomus aggregatum, g. etunicatum, g. intraradices, g. tortuosum and g. versiforme",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,0.500000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,6.93114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,organic manure amendment,0.025000,no NAtive,white clover,NA,herbaceous plants,118,Medium-term,ap,table1
300,"xiao, yan(2020)",2020,NA,32.018300,119.035000,"glomus aggregatum, g. etunicatum, g. intraradices, g. tortuosum and g. versiforme",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,0.500000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.57062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,organic manure amendment,0.050000,no NAtive,white clover,NA,herbaceous plants,118,Medium-term,ap,table1
300,"xiao, yan(2020)",2020,NA,32.018300,119.035000,"glomus aggregatum, g. etunicatum, g. intraradices, g. tortuosum and g. versiforme",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,0.500000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,6.27719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,organic manure amendment,NA,no NAtive,white clover,NA,herbaceous plants,118,Medium-term,ap,table1
300,"xiao, yan(2020)",2020,NA,32.018300,119.035000,"glomus aggregatum, g. etunicatum, g. intraradices, g. tortuosum and g. versiforme",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,0.500000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.20653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic manure amendment,0.025000,no NAtive,white clover,NA,herbaceous plants,118,Medium-term,ap,table1
300,"xiao, yan(2020)",2020,NA,32.018300,119.035000,"glomus aggregatum, g. etunicatum, g. intraradices, g. tortuosum and g. versiforme",amf,amf,greenhouse,amf inoculum,sterilized amf inoculum,amf yes,NA,NA,0.500000,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.70103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,organic manure amendment,0.050000,no NAtive,white clover,NA,herbaceous plants,118,Medium-term,ap,table1
306,"hu, junli(2019)",2019,"35◦00 n, 114◦24’ e",35.000000,114.400000,funneliformis mosseae (nicol. & gerd.),amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,farmland,cropland,NA,sandy,bulk,8.56,0.932474,NA,NA,NA,NA,NA,NA,0.52,(0.283997),NA,NA,NA,NA,NA,NA,4.27,0.630428,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,56,Short-term,ap,table1
306,"hu, junli(2019)",2019,"35◦00 n, 114◦24’ e",35.000000,114.400000,funneliformis mosseae (nicol. & gerd.),amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,farmland,cropland,NA,sandy,bulk,8.56,0.932474,NA,NA,NA,NA,NA,NA,0.52,(0.283997),NA,NA,NA,NA,NA,NA,4.27,0.630428,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,npk,NA,no NAtive,maize,NA,crop,56,Short-term,ap,table1
309,"zhao, yingNAn(2019)",2019,"(39°113′ 10″ n, 116° 27′ 50″ e)",40.886111,116.463889,"bacillus megaterium, bacillus mucilaginous",bacteria,bacteria,greenhouse,mix suspension,water,bacteria yes,"9*108cfu/ml, 60l/ha",NA,field,54000000000000,13.732394,cfu/ha soil,yes,soils,NA,other,NA,unknow,bulk,8.08,0.907411,NA,NA,18.683295,1.271453,2.17,0.336460,3.17,0.501059,NA,NA,17.16,1.234517,141.37,2.150357,321.43,2.507086,433.59,2.637079,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chili pepper,NA,herbaceous plants,20,Short-term,ap,table1
309,"zhao, yingNAn(2019)",2019,"(39°113′ 10″ n, 116° 27′ 50″ e)",40.886111,116.463889,"bacillus megaterium, bacillus mucilaginous",bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"9*108cfu/ml, 60l/ha",NA,field,54000000000000,13.732394,cfu/ha soil,yes,soils,NA,other,NA,unknow,bulk,8.08,0.907411,NA,NA,18.683295,1.271453,2.17,0.336460,3.17,0.501059,NA,NA,17.16,1.234517,141.37,2.150357,321.43,2.507086,433.59,2.637079,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chili pepper,NA,herbaceous plants,40,Short-term,ap,table1
309,"zhao, yingNAn(2019)",2019,"(39°113′ 10″ n, 116° 27′ 50″ e)",40.886111,116.463889,"bacillus megaterium, bacillus mucilaginous",bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"9*108cfu/ml, 60l/ha",NA,field,54000000000000,13.732394,cfu/ha soil,yes,soils,NA,other,NA,unknow,bulk,8.08,0.907411,NA,NA,18.683295,1.271453,2.17,0.336460,3.17,0.501059,NA,NA,17.16,1.234517,141.37,2.150357,321.43,2.507086,433.59,2.637079,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chili pepper,NA,herbaceous plants,147,Medium-term,ap,table1
309,"zhao, yingNAn(2019)",2019,"(39°113′ 10″ n, 116° 27′ 50″ e)",40.886111,116.463889,"bacillus megaterium, bacillus mucilaginous",bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"9*108cfu/ml, 60l/ha",NA,field,54000000000000,13.732394,cfu/ha soil,yes,soils,NA,other,NA,unknow,rhizosphere,8.08,0.907411,NA,NA,18.683295,1.271453,2.17,0.336460,3.17,0.501059,NA,NA,17.16,1.234517,141.37,2.150357,321.43,2.507086,433.59,2.637079,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,chili pepper,NA,herbaceous plants,147,Medium-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,andisol,not sandy,bulk,7,0.845098,NA,NA,32.540603,1.512426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.033424,113.8,2.056142,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,46,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,andisol,not sandy,bulk,7,0.845098,NA,NA,32.540603,1.512426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.033424,113.8,2.056142,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,46,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,andisol,not sandy,bulk,7,0.845098,NA,NA,32.540603,1.512426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.033424,113.8,2.056142,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,66,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,andisol,not sandy,bulk,7,0.845098,NA,NA,32.540603,1.512426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.033424,113.8,2.056142,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,66,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,andisol,not sandy,bulk,7,0.845098,NA,NA,32.540603,1.512426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.033424,113.8,2.056142,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,87,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,andisol,not sandy,bulk,7,0.845098,NA,NA,32.540603,1.512426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,1.033424,113.8,2.056142,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,87,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,ultisol,not sandy,bulk,5.66,0.752816,NA,NA,45.243619,1.655557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.187521,652,2.814248,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,46,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,ultisol,not sandy,bulk,5.66,0.752816,NA,NA,45.243619,1.655557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.187521,652,2.814248,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,46,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,ultisol,not sandy,bulk,5.66,0.752816,NA,NA,45.243619,1.655557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.187521,652,2.814248,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,66,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,ultisol,not sandy,bulk,5.66,0.752816,NA,NA,45.243619,1.655557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.187521,652,2.814248,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,66,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,ultisol,not sandy,bulk,5.66,0.752816,NA,NA,45.243619,1.655557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.187521,652,2.814248,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,87,Short-term,ap,table1
323,"delfim, jorge(2018)",2018,"19◦2335.04 s, 59◦1117 w",−19.393067,−59.188056,bacillus thuringiensis ag-82,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.500000,NA,NA,NA,no,soils,NA,other,ultisol,not sandy,bulk,5.66,0.752816,NA,NA,45.243619,1.655557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,1.187521,652,2.814248,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l.,crop,87,Short-term,ap,table1
329,"kohler, j.（2016）",2016,"37º35033.200 n, 0º52035.500 w",37.584222,−0.867639,glomus mosseae,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,sandy,rhizosphere,7.7,0.886491,NA,NA,4.3,0.633468,0.21,(0.677781),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,240,Medium-term,ap,table1
329,"kohler, j.（2016）",2016,"37º35033.200 n, 0º52035.500 w",37.584222,−0.867639,glomus mosseae,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,sandy,rhizosphere,7.7,0.886491,NA,NA,4.3,0.633468,0.21,(0.677781),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,sugar beet residue,NA,no NAtive,NA,dorycnium pentaphyllum l.,herbaceous plants,240,Medium-term,ap,table1
329,"kohler, j.（2016）",2016,"37º35033.200 n, 0º52035.500 w",37.584222,−0.867639,glomus mosseae,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,sandy,rhizosphere,7.7,0.886491,NA,NA,4.3,0.633468,0.21,(0.677781),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,asteriscus maritimus l.,herbaceous plants,240,Medium-term,ap,table1
329,"kohler, j.（2016）",2016,"37º35033.200 n, 0º52035.500 w",37.584222,−0.867639,glomus mosseae,amf,amf,greenhouse,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,sandy,rhizosphere,7.7,0.886491,NA,NA,4.3,0.633468,0.21,(0.677781),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,sugar beet residue,NA,no NAtive,NA,asteriscus maritimus l.,herbaceous plants,240,Medium-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,bacillus sp. n1-19NA,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l. cv,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,enterobacter sp. n0-29pa,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l. cv,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,pseudomoNAs sp. n1-55pa,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l. cv,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,serratia sp. n010lb,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,triticum aestivum l. cv,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,bacillus sp. n1-19NA,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,oat,aveNA sativa l. cv. rayen,herbaceous plants,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,enterobacter sp. n0-29pa,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,oat,aveNA sativa l. cv. rayen,herbaceous plants,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,pseudomoNAs sp. n1-55pa,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,oat,aveNA sativa l. cv. rayen,herbaceous plants,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,serratia sp. n010lb,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,oat,aveNA sativa l. cv. rayen,herbaceous plants,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,bacillus sp. n1-19NA,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,barley,hordeumvulgare l. cv. pincoya,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,enterobacter sp. n0-29pa,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,barley,hordeumvulgare l. cv. pincoya,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,pseudomoNAs sp. n1-55pa,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,barley,hordeumvulgare l. cv. pincoya,crop,75,Short-term,ap,table1
330,"martínez, oscar a(2015)",2015,40 º20’s; 72º35’w,−40.005556,−72.583333,serratia sp. n010lb,bacteria,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,andisol,unknow,rhizosphere,5.4,0.732394,NA,NA,98.607889,1.993912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,barley,hordeumvulgare l. cv. pincoya,crop,75,Short-term,ap,table1
334,"hu, junli(2009)",2009,"(35	000n, 114	240e)",35.000000,114.400000,glomus caledonium (nicol. & gerd.) trappe & gerdemann 90036,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,8.6,0.934498,NA,NA,4.5,0.653213,0.45,(0.346787),0.5,(0.301030),NA,NA,18.6,1.269513,9.51,0.978181,NA,NA,78.8,1.896526,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,NAtive,maize,NA,crop,107,Medium-term,ap,table1
334,"hu, junli(2009)",2009,"(35	000n, 114	240e)",35.000000,114.400000,glomus caledonium (nicol. & gerd.) trappe & gerdemann 90036,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,8.6,0.934498,NA,NA,4.5,0.653213,0.45,(0.346787),0.5,(0.301030),NA,NA,18.6,1.269513,9.51,0.978181,NA,NA,78.8,1.896526,unsterilization,NA,no stress,NA,NA,fertilizer,mineral nk fertilizer,NA,NAtive,maize,NA,crop,107,Medium-term,ap,table1
334,"hu, junli(2009)",2009,"(35	000n, 114	240e)",35.000000,114.400000,glomus caledonium (nicol. & gerd.) trappe & gerdemann 90036,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,8.6,0.934498,NA,NA,4.5,0.653213,0.45,(0.346787),0.5,(0.301030),NA,NA,18.6,1.269513,9.51,0.978181,NA,NA,78.8,1.896526,unsterilization,NA,no stress,NA,NA,fertilizer,mineral npk fertilizer,NA,NAtive,maize,NA,crop,107,Medium-term,ap,table1
334,"hu, junli(2009)",2009,"(35	000n, 114	240e)",35.000000,114.400000,glomus caledonium (nicol. & gerd.) trappe & gerdemann 90036,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),sterilized amf inoculum,amf yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,8.6,0.934498,NA,NA,4.5,0.653213,0.45,(0.346787),0.5,(0.301030),NA,NA,18.6,1.269513,9.51,0.978181,NA,NA,78.8,1.896526,unsterilization,NA,no stress,NA,NA,fertilizer,halforganic amendment plus halfmineral fertilizer,NA,NAtive,maize,NA,crop,107,Medium-term,ap,table1
