study_id,publication,pubyear,location,latitude,longitude,microbial_name,microbial_type,inoculant_type,experimental_type,inoculum_in_tr,inoculum_in_ck,inoculum,inoculation_amount_14,inoculation_amount_15,soil_weight,fi_n_al_inoculation_amount,log10,unit,inoculant_quantity,inoculation_location,soil_use_type,soil_origin,soil_type,sandy_or_not_sandy,extraction_part,soil_ph,log10ph,soil_tc,log10tc,soil_soc,log10soc,tn,log10tn,tp,log10tp,organic_p,log10op,tk,log10tk,an,log10an,ap,log10ap,ak,log10ak,sterilization,application_background,stress,specific_background,rate,fertilizer,fertilizer_type,supply_rate,n_ative,plant,plant_latin,plant_type,experimental_duration,experimental_periods,variable,source_table
143,"chai, jiali(2023)",2023,"(e
100◦45′–102◦29′, n 33◦06′–34◦30′)",33.100000,100.750000,t18,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*109cfu/ml, 5ml/pot",NA,0.500000,10000000000,10.000000,cfu/kg soil,yes,soils,NA,grassland,NA,unknow,bulk,8.15459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,"elymus nutans griseb, festuca sinensis,
and poa pratensis l.",herbaceous plants,60,Short-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,m,20t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 2,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,m,20t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,m,40t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 2,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,m,40t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,b.sed,20t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 2,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,b.sed,20t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,b.sed,40t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 2,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,b.sed,40t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,s.s,20t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 2,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,s.s,20t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,s.s,40t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
145,"woźniak, małgorzata martyNA(2024)",2024,NA,51.416400,21.969300,bacteria 2,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,bulk,7.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,s.s,40t/ha,no NAtive,white mustard,siNApis alba l.,herbaceous plants,112,Medium-term,ap,table1
161,"zhu, qili(2023)",2023,"37.98◦n 3, 118.38◦e",37.980000,118.380000,bacillus megaterium oq560352,pgpr,bacteria,greenhouse,bacterial medium,water,bacterial medium yes,NA,NA,8.800000,5000,3.698970,cfu/kg soil,yes,soils,farmland,cropland,NA,unknow,rhizosphere,8.54,0.931458,NA,NA,7.790023,0.891539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,1.184691,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,npk,NA,no NAtive,maize,zea mays l.,crop,NA,NA,ap,table1
161,"zhu, qili(2023)",2023,"37.98◦n 3, 118.38◦e",37.980000,118.380000,bacillus megaterium oq560352,pgpr,bacteria,greenhouse,bacterial medium,water,bacterial medium yes,NA,NA,8.800000,5000,3.698970,cfu/kg soil,yes,soils,farmland,cropland,NA,unknow,rhizosphere,8.54,0.931458,NA,NA,7.790023,0.891539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,1.184691,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,npk,NA,no NAtive,maize,zea mays l.,crop,NA,NA,ap,table1
162,"guan,ti-kun(2023)",2023,NA,40.094200,116.310100,"b. subtilis buabn-01, a. pascens buayn-122",pgpr,bacteria,greenhouse,"bacterial suspension, powder",water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,csms: coir: vermiculite,NA,no NAtive,purple leaf lettuce,"lactuca sativa
l.",herbaceous plants,28,Short-term,ap,table1
162,"guan,ti-kun(2023)",2023,NA,40.094200,116.310100,"b. subtilis buabn-01, a. pascens buayn-122",pgpr,bacteria,greenhouse,"bacterial suspension, powder",water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,sms biochar,19:1,no NAtive,purple leaf lettuce,"lactuca sativa
l.",herbaceous plants,28,Short-term,ap,table1
162,"guan,ti-kun(2023)",2023,NA,40.094200,116.310100,"b. subtilis buabn-01, a. pascens buayn-122",pgpr,bacteria,greenhouse,"bacterial suspension, powder",water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,sms biochar,9:1,no NAtive,purple leaf lettuce,"lactuca sativa
l.",herbaceous plants,28,Short-term,ap,table1
163,"khourchi,said(2023)",2023,NA,32.244200,(7.953300),"bacillus siamensis, rahnella aceris, pantoea hericii, bacillus paramycoides",pgpr,bacteria,greenhouse,"bacterial suspension, powder",water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,short-chain polyp fertilizer,NA,no NAtive,wheat,NA,crop,30,Short-term,ap,table1
163,"khourchi,said(2023)",2023,NA,32.244200,(7.953300),"bacillus siamensis, rahnella aceris, pantoea hericii, bacillus paramycoides",pgpr,bacteria,greenhouse,"bacterial suspension, powder",water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,fertilizer,short-chain polyp fertilizer,NA,no NAtive,wheat,NA,crop,75,Short-term,ap,table1
167,"peng, xin(2023)",2023,NA,28.218970,113.476380,acinetobactre pitti,psb,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,0.250000,NA,NA,NA,no,soils,farmland,cropland,NA,unknow,rhizosphere,4.57,0.659916,NA,NA,16.6,1.220108,3.27,0.514548,0.7,(0.154902),NA,NA,NA,NA,NA,NA,0.63,(0.200659),149.06,2.173361,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,ryegrass,NA,herbaceous plants,30,Short-term,ap,table1
169,"song, qian(2023)",2023,"42° 43′–42° 51′n, 121° 53′–122°
22′e",42.716667,121.883333,a36 alone,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,40,Short-term,ap,table1
169,"song, qian(2023)",2023,"42° 43′–42° 51′n, 121° 53′–122°
22′e",42.716667,121.883333,a13 alone,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,40,Short-term,ap,table1
169,"song, qian(2023)",2023,"42° 43′–42° 51′n, 121° 53′–122°
22′e",42.716667,121.883333,a20 alone,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,NA,crop,40,Short-term,ap,table1
171,"liu, yaohui(2023)",2023,"117◦24′121′′ e, 27◦46′4′′ n",27.767778,117.433611,ralstonia sp.,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,10.000000,NA,NA,NA,no,soils,NA,forest,NA,unknow,rhizosphere,5.64,0.751279,NA,NA,9.692575,0.986439,0.76,(0.119186),0.35,(0.455932),NA,NA,1.76,0.245513,NA,NA,0.28,(0.552842),162.94,2.212028,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,moso bamboo,NA,tree,90,Short-term,ap,table1
171,"liu, yaohui(2023)",2023,"117◦24′121′′ e, 27◦46′4′′ n",27.767778,117.433611,klebsiella sp.,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,10.000000,NA,NA,NA,no,soils,NA,forest,NA,unknow,rhizosphere,5.64,0.751279,NA,NA,9.692575,0.986439,0.76,(0.119186),0.35,(0.455932),NA,NA,1.76,0.245513,NA,NA,0.28,(0.552842),162.94,2.212028,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,moso bamboo,NA,tree,90,Short-term,ap,table1
171,"liu, yaohui(2023)",2023,"117◦24′121′′ e, 27◦46′4′′ n",27.767778,117.433611,enterobacter sp.,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,10.000000,NA,NA,NA,no,soils,NA,forest,NA,unknow,rhizosphere,5.64,0.751279,NA,NA,9.692575,0.986439,0.76,(0.119186),0.35,(0.455932),NA,NA,1.76,0.245513,NA,NA,0.28,(0.552842),162.94,2.212028,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,moso bamboo,NA,tree,90,Short-term,ap,table1
172,"ahmad ansari, firoz(2023)",2023,NA,27.915600,78.078500,bacillus subtilis strain fab1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,5.000000,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,120,Medium-term,ap,table1
172,"ahmad ansari, firoz(2023)",2023,NA,27.915600,78.078500,pseudomoNAs azotoformans strain fap3,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,5.000000,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,120,Medium-term,ap,table1
172,"ahmad ansari, firoz(2023)",2023,NA,27.915600,78.078500,"bacillus subtilis strain fab1, pseudomoNAs azotoformans strain fap3",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,5.000000,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,120,Medium-term,ap,table1
172,"ahmad ansari, firoz(2023)",2023,NA,27.915600,78.078500,bacillus subtilis strain fab1,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,5.000000,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,120,Medium-term,ap,table1
172,"ahmad ansari, firoz(2023)",2023,NA,27.915600,78.078500,pseudomoNAs azotoformans strain fap3,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,5.000000,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,120,Medium-term,ap,table1
172,"ahmad ansari, firoz(2023)",2023,NA,27.915600,78.078500,"bacillus subtilis strain fab1, pseudomoNAs azotoformans strain fap3",pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,5.000000,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,stress,dry,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,120,Medium-term,ap,table1
179,"zeng, jingyi(2023)",2023,"(32◦56~33◦36 n, 120◦13~120◦56
e)",32.933333,120.216667,funneliformis mosseae,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),water,amf inoculum yes,NA,NA,field,NA,NA,NA,no,soils,NA,forest,NA,unknow,bulk,9.103333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,taxodium ‘zhongshanshan’,NA,tree,1274,Long-term,ap,table1
179,"zeng, jingyi(2023)",2023,"(32◦56~33◦36 n, 120◦13~120◦56
e)",32.933333,120.216667,funneliformis mosseae,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),water,amf inoculum yes,NA,NA,field,NA,NA,NA,no,soils,NA,forest,NA,unknow,bulk,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,straw,NA,no NAtive,taxodium ‘zhongshanshan’,NA,tree,1274,Long-term,ap,table1
179,"zeng, jingyi(2023)",2023,"(32◦56~33◦36 n, 120◦13~120◦56
e)",32.933333,120.216667,funneliformis mosseae,amf,amf,field,amf inoculum( consisted of soil colonized root fragments),water,amf inoculum yes,NA,NA,field,NA,NA,NA,no,soils,NA,forest,NA,unknow,bulk,8.953333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,fertilizer,biochar,NA,no NAtive,taxodium ‘zhongshanshan’,NA,tree,1274,Long-term,ap,table1
183,"li, si（2023）",2023,"(107◦43 07 e, 26◦25 49 n)",26.430278,107.718611,amesia nigricolor,dse fungi,fungi,greenhouse,fungal suspension,water,fungi yes,NA,NA,NA,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,90,Short-term,ap,table1
183,"li, si（2023）",2023,"(107◦43 07 e, 26◦25 49 n)",26.430278,107.718611,trichoderma koningiopsis,dse fungi,fungi,greenhouse,fungal suspension,water,fungi yes,NA,NA,NA,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,90,Short-term,ap,table1
183,"li, si（2023）",2023,"(107◦43 07 e, 26◦25 49 n)",26.430278,107.718611,"amesia nigricolor, trichoderma koningiopsis",dse fungi,fungi,greenhouse,fungal suspension,water,fungi yes,NA,NA,NA,NA,NA,NA,no,seedings,NA,other,NA,unknow,rhizosphere,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,blueberry,NA,shrub,90,Short-term,ap,table1
187,"xu,fangfang(2023)",2023,"111°46′25.4”n, 40°38′29.8″e",40.641611,111.773722,enterobacter sp. fn0603,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,NA,NA,NA,no,seeds,NA,other,NA,unknow,rhizosphere,9.10714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,wheat,NA,crop,NA,NA,ap,table1
192,"li, ning(2023)",2023,NA,28.762990,115.833960,effective microorganisms (em) agents,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 200ml/kg",NA,10.000000,2000000000,9.301030,cfu/kg soil,yes,soils,NA,other,NA,unknow,bulk,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,zea mays,crop,100,Medium-term,ap,table1
192,"li, ning(2023)",2023,NA,28.762990,115.833960,burkholderia strain xqp35,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 200ml/kg",NA,10.000000,2000000000,9.301030,cfu/kg soil,yes,soils,NA,other,NA,unknow,bulk,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,zea mays,crop,100,Medium-term,ap,table1
192,"li, ning(2023)",2023,NA,28.762990,115.833960,raoultella strain sqp80,pgpr,bacteria,greenhouse,bacterial suspension,water,bacteria yes,"1*108cfu/ml, 200ml/kg",NA,10.000000,2000000000,9.301030,cfu/kg soil,yes,soils,NA,other,NA,unknow,bulk,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,maize,zea mays,crop,100,Medium-term,ap,table1
197,"yuan, junjun(2022)",2022,NA,40.000900,116.201900,leclercia ade­carboxylata l1-5,psb,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.000000,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,7.75,0.889302,NA,NA,NA,NA,NA,NA,0.48,(0.318759),NA,NA,NA,NA,NA,NA,24.65,1.391817,NA,NA,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,NA,celosia cristata l.,herbaceous plants,90,Short-term,ap,table1
197,"yuan, junjun(2022)",2022,NA,40.000900,116.201900,leclercia ade­carboxylata l1-5,psb,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.000000,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,7.75,0.889302,NA,NA,NA,NA,NA,NA,0.48,(0.318759),NA,NA,NA,NA,NA,NA,24.65,1.391817,NA,NA,unsterilization,NA,stress,pb,800mg/kg,no fertilizer,NA,NA,no NAtive,NA,celosia cristata l.,herbaceous plants,90,Short-term,ap,table1
197,"yuan, junjun(2022)",2022,NA,40.000900,116.201900,leclercia ade­carboxylata l1-5,psb,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,2.000000,NA,NA,NA,no,soils,NA,other,NA,unknow,rhizosphere,7.75,0.889302,NA,NA,NA,NA,NA,NA,0.48,(0.318759),NA,NA,NA,NA,NA,NA,24.65,1.391817,NA,NA,unsterilization,NA,stress,pb,1600mg/kg,no fertilizer,NA,NA,no NAtive,NA,celosia cristata l.,herbaceous plants,90,Short-term,ap,table1
206,"xing, pengfei(2022)",2022,"39.96◦ n, 116.33◦ e",39.960000,116.330000,bradyrhizobium japonicum 5038,rhizobium,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,200000,5.301030,cells/seed,yes,seeds,NA,other,cinNAmon,unknow,rhizosphere,7.7,0.886491,NA,NA,11.426914,1.057929,0.97,(0.013228),NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.170262,135.34,2.131426,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,60,Short-term,ap,table1
206,"xing, pengfei(2022)",2022,"39.96◦ n, 116.33◦ e",39.960000,116.330000,"bradyrhizobium japonicum 5038, bacillus aryabhattai mb35-5",rhizobium,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,200000,5.301030,cells/seed,yes,seeds,NA,other,cinNAmon,unknow,rhizosphere,7.7,0.886491,NA,NA,11.426914,1.057929,0.97,(0.013228),NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.170262,135.34,2.131426,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,60,Short-term,ap,table1
206,"xing, pengfei(2022)",2022,"39.96◦ n, 116.33◦ e",39.960000,116.330000,"bradyrhizobium japonicum 5038, paenibacillus mucilaginosus 3016",rhizobium,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,200000,5.301030,cells/seed,yes,seeds,NA,other,cinNAmon,unknow,rhizosphere,7.7,0.886491,NA,NA,11.426914,1.057929,0.97,(0.013228),NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.170262,135.34,2.131426,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,60,Short-term,ap,table1
206,"xing, pengfei(2022)",2022,"39.96◦ n, 116.33◦ e",39.960000,116.330000,"bradyrhizobium japonicum 5038, bacillus aryabhattai mb35-5, paenibacillus mucilaginosus 3016",rhizobium,bacteria,greenhouse,bacterial suspension,water,bacteria yes,NA,NA,NA,200000,5.301030,cells/seed,yes,seeds,NA,other,cinNAmon,unknow,rhizosphere,7.7,0.886491,NA,NA,11.426914,1.057929,0.97,(0.013228),NA,NA,NA,NA,NA,NA,NA,NA,14.8,1.170262,135.34,2.131426,unsterilization,NA,no stress,NA,NA,no fertilizer,NA,NA,no NAtive,soybean,NA,herbaceous plants,60,Short-term,ap,table1
